"budget","revenue","runtime","vote_average","vote_count","ru","net.revenue","ratio","ratio_indicator","studio_unclass","actor_unclass","genre_unclass"
24721637.65,50935757.65,"159","7.5","4986","FALSE",26214120,1.060371500105698,"Profit",1,12,5
40168462.01,92453034.78,"145","7.333","7368","FALSE",52284572.77,1.3016324288687897,"Profit",3,12,5
93248215.39,312402023.2,"120","7.196","4572","FALSE",219153807.81,2.3502198609744354,"Profit",4,12,5
201622731.6,535616831.1,"133","7","8539","FALSE",333994099.5,1.6565299797773398,"Profit",4,12,5
15916965.06,14544126.82,"123","6.107","5510","FALSE",-1372838.2400000002,0.08625000022460313,"No.Profit",4,12,5
14028318.96,147897612.2,"155","6.7","1635","FALSE",133869293.23999998,9.54278938351142,"Profit",4,12,5
171487541,780515980.6,"110","7","7325","FALSE",609028439.6,3.5514442393223193,"Profit",4,12,5
68676388.69,155106802.8,"130","6.579","6033","FALSE",86430414.11000001,1.2585171666515598,"Profit",4,12,5
32646957.83,338984245.5,"117","6.48","7145","FALSE",306337287.67,9.383333334308412,"Profit",4,12,5
11818762.38,54336760.05,"126","6.7","5599","FALSE",42517997.669999994,3.5975000006726585,"Profit",4,12,5
226819036.8,229945188.2,"118","5.9","4138","FALSE",3126151.399999976,0.013782579469978492,"No.Profit",4,12,5
